GENE	G_arboreum%G_a_rep1	G_arboreum%G_a_rep2	G_arboreum_x_raimondii%G_HH_rep1	G_arboreum_x_raimondii%G_HH_rep2	G_raimondii%G_r_rep1	G_raimondii%G_r_rep2
lcl|NC_030676.1_cds_XP_017617733.1_43828	3	1	0	2	0	0
lcl|NC_030676.1_cds_XP_017617734.1_43829	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617735.1_43830	0	1	1	0	0	0
lcl|NC_030676.1_cds_XP_017617739.1_43833	3	2	1	8	1	0
lcl|NC_030676.1_cds_XP_017617740.1_43834	0	0	3	0	0	0
lcl|NC_030676.1_cds_XP_017617741.1_43835	70	51	51	32	5	3
lcl|NC_030676.1_cds_XP_017619486.1_43837	190	132	153	92	190	136
lcl|NC_030676.1_cds_XP_017618306.1_43838	191	101	154	135	394	224
lcl|NC_030676.1_cds_XP_017618751.1_43840	33	16	44	43	144	77
lcl|NC_030676.1_cds_XP_017618610.1_43842	3	3	2	1	0	0
lcl|NC_030676.1_cds_XP_017616707.1_43843	266	144	213	180	134	99
lcl|NC_030676.1_cds_XP_017620441.1_43844	706	473	788	903	703	358
lcl|NC_030676.1_cds_XP_017616405.1_43845	70	60	70	76	97	59
lcl|NC_030676.1_cds_XP_017616714.1_43846	59	48	42	56	66	47
lcl|NC_030676.1_cds_XP_017617008.1_43848	110	62	126	186	96	75
lcl|NC_030676.1_cds_XP_017619158.1_43849	2237	1579	2573	1507	2599	1533
lcl|NC_030676.1_cds_XP_017618496.1_43850	39	15	33	26	20	12
lcl|NC_030676.1_cds_XP_017618846.1_43851	21	21	4	11	3	1
lcl|NC_030676.1_cds_XP_017616449.1_43852	151	122	278	184	220	131
lcl|NC_030676.1_cds_XP_017618472.1_43853	11	7	9	2	13	4
lcl|NC_030676.1_cds_XP_017619002.1_43854	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017616567.1_43855	123	71	101	124	85	64
lcl|NC_030676.1_cds_XP_017617496.1_43857	1	2	3	8	6	4
lcl|NC_030676.1_cds_XP_017617742.1_43858	1	0	4	2	0	3
lcl|NC_030676.1_cds_XP_017619394.1_43859	152	109	100	93	99	49
lcl|NC_030676.1_cds_XP_017619837.1_43860	197	101	197	131	174	150
lcl|NC_030676.1_cds_XP_017616647.1_43862	349	194	229	173	352	248
lcl|NC_030676.1_cds_XP_017620405.1_43863	352	232	643	679	338	174
lcl|NC_030676.1_cds_XP_017617294.1_43865	14	8	14	12	6	8
lcl|NC_030676.1_cds_XP_017618488.1_43866	98	86	71	94	61	27
lcl|NC_030676.1_cds_XP_017617743.1_43867	0	0	6	5	7	2
lcl|NC_030676.1_cds_XP_017617744.1_43868	129	90	39	40	1	2
lcl|NC_030676.1_cds_XP_017618763.1_43869	1	0	5	2	7	6
lcl|NC_030676.1_cds_XP_017617746.1_43870	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618531.1_43871	57	26	41	52	69	43
lcl|NC_030676.1_cds_XP_017617026.1_43872	133	115	92	102	70	43
lcl|NC_030676.1_cds_XP_017617747.1_43873	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617748.1_43874	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617400.1_43875	54	19	60	30	2	7
lcl|NC_030676.1_cds_XP_017617014.1_43876	70	40	121	75	53	59
lcl|NC_030676.1_cds_XP_017619884.1_43877	94	66	22	24	13	6
lcl|NC_030676.1_cds_XP_017617749.1_43886	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618456.1_43887	17	11	36	31	16	6
lcl|NC_030676.1_cds_XP_017616893.1_43888	108	67	115	82	84	45
lcl|NC_030676.1_cds_XP_017616282.1_43889	34	19	40	48	30	17
lcl|NC_030676.1_cds_XP_017619168.1_43890	817	491	741	504	704	517
lcl|NC_030676.1_cds_XP_017616717.1_43891	1142	709	780	663	1650	1266
lcl|NC_030676.1_cds_XP_017619616.1_43892	1895	1311	2738	1648	1050	802
lcl|NC_030676.1_cds_XP_017618532.1_43894	76	44	83	86	43	14
lcl|NC_030676.1_cds_XP_017617750.1_43895	22	12	20	28	21	16
lcl|NC_030676.1_cds_XP_017617751.1_43896	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617752.1_43897	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617753.1_43898	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617755.1_43899	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617756.1_43900	1	0	0	1	1	0
lcl|NC_030676.1_cds_XP_017618281.1_43901	49	21	55	52	55	43
lcl|NC_030676.1_cds_XP_017619692.1_43902	49	53	77	54	53	34
lcl|NC_030676.1_cds_XP_017619690.1_43903	99	41	240	227	570	327
lcl|NC_030676.1_cds_XP_017620211.1_43904	597	361	699	651	657	388
lcl|NC_030676.1_cds_XP_017620458.1_43905	228	121	203	197	162	117
lcl|NC_030676.1_cds_XP_017617757.1_43906	4	4	10	8	23	23
lcl|NC_030676.1_cds_XP_017616877.1_43907	104	61	102	94	73	50
lcl|NC_030676.1_cds_XP_017618628.1_43908	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618626.1_43909	3	1	0	0	0	0
lcl|NC_030676.1_cds_XP_017617758.1_43910	1	0	1	3	3	7
lcl|NC_030676.1_cds_XP_017617759.1_43911	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617760.1_43912	24	4	1	0	1	1
lcl|NC_030676.1_cds_XP_017617761.1_43914	0	1	0	4	5	2
lcl|NC_030676.1_cds_XP_017617762.1_43915	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617764.1_43916	6	1	2	1	2	4
lcl|NC_030676.1_cds_XP_017617765.1_43917	12	8	1	3	0	1
lcl|NC_030676.1_cds_XP_017617766.1_43918	0	0	1	0	0	0
lcl|NC_030676.1_cds_XP_017617767.1_43919	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617768.1_43920	11	1	0	4	0	0
lcl|NC_030676.1_cds_XP_017617769.1_43921	5	0	2	2	1	0
lcl|NC_030676.1_cds_XP_017617413.1_43922	167	82	17	26	0	0
lcl|NC_030676.1_cds_XP_017617771.1_43925	1	1	1	1	1	0
lcl|NC_030676.1_cds_XP_017617772.1_43926	5	0	1	0	2	0
lcl|NC_030676.1_cds_XP_017617773.1_43927	31	35	14	35	0	0
lcl|NC_030676.1_cds_XP_017617774.1_43928	1	0	2	0	0	1
lcl|NC_030676.1_cds_XP_017617775.1_43929	24	26	26	28	2	0
lcl|NC_030676.1_cds_XP_017619534.1_43930	2718	1643	982	603	748	654
lcl|NC_030676.1_cds_XP_017619871.1_43931	52	35	43	70	45	36
lcl|NC_030676.1_cds_XP_017617776.1_43932	1	0	1	0	0	0
lcl|NC_030676.1_cds_XP_017619048.1_43933	610	422	490	410	302	256
lcl|NC_030676.1_cds_XP_017617261.1_43934	102	70	114	119	141	65
lcl|NC_030676.1_cds_XP_017616838.1_43935	1694	973	752	784	1452	783
lcl|NC_030676.1_cds_XP_017619846.1_43936	27	32	8	13	1	3
lcl|NC_030676.1_cds_XP_017619203.1_43937	123	85	122	74	104	78
lcl|NC_030676.1_cds_XP_017619205.1_43938	132	71	87	87	95	78
lcl|NC_030676.1_cds_XP_017617778.1_43941	1	0	2	5	1	1
lcl|NC_030676.1_cds_XP_017619638.1_43943	10	11	18	18	18	3
lcl|NC_030676.1_cds_XP_017617780.1_43944	59	34	18	37	31	17
lcl|NC_030676.1_cds_XP_017619637.1_43945	169	110	197	222	209	132
lcl|NC_030676.1_cds_XP_017618862.1_43946	38	16	90	76	0	1
lcl|NC_030676.1_cds_XP_017618367.1_43949	36	32	19	17	1	1
lcl|NC_030676.1_cds_XP_017617118.1_43951	91	58	71	49	43	40
lcl|NC_030676.1_cds_XP_017617190.1_43952	73	37	39	58	25	22
lcl|NC_030676.1_cds_XP_017620274.1_43953	148	108	132	62	134	111
lcl|NC_030676.1_cds_XP_017617781.1_43954	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619189.1_43955	148	89	161	141	143	99
lcl|NC_030676.1_cds_XP_017619192.1_43956	91	64	92	111	61	32
lcl|NC_030676.1_cds_XP_017619191.1_43957	81	43	68	63	78	49
lcl|NC_030676.1_cds_XP_017619953.1_43958	240	153	334	187	182	115
lcl|NC_030676.1_cds_XP_017616880.1_43959	417	342	396	482	747	401
lcl|NC_030676.1_cds_XP_017617107.1_43961	136	100	126	122	110	71
lcl|NC_030676.1_cds_XP_017617489.1_43962	0	0	0	1	0	0
lcl|NC_030676.1_cds_XP_017617490.1_43963	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617177.1_43964	2	5	5	11	18	15
lcl|NC_030676.1_cds_XP_017617782.1_43965	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617783.1_43966	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617784.1_43967	11	5	4	10	6	6
lcl|NC_030676.1_cds_XP_017617787.1_43968	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617492.1_43969	24	15	12	16	16	9
lcl|NC_030676.1_cds_XP_017617788.1_43970	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619131.1_43971	0	0	1	0	0	0
lcl|NC_030676.1_cds_XP_017617789.1_43972	0	0	0	0	1	1
lcl|NC_030676.1_cds_XP_017619095.1_43973	403	249	505	252	530	365
lcl|NC_030676.1_cds_XP_017619097.1_43975	1195	913	1068	547	989	629
lcl|NC_030676.1_cds_XP_017619285.1_43976	258	164	207	189	279	218
lcl|NC_030676.1_cds_XP_017619288.1_43978	230	143	171	150	127	98
lcl|NC_030676.1_cds_XP_017618863.1_43983	5	0	3	3	0	1
lcl|NC_030676.1_cds_XP_017617069.1_43985	85	46	97	79	62	64
lcl|NC_030676.1_cds_XP_017618689.1_43986	5	5	5	3	3	1
lcl|NC_030676.1_cds_XP_017616544.1_43988	542	332	538	426	537	364
lcl|NC_030676.1_cds_XP_017617790.1_43989	2	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619543.1_43990	3	4	3	2	10	4
lcl|NC_030676.1_cds_XP_017619544.1_43991	83	45	88	93	85	68
lcl|NC_030676.1_cds_XP_017619542.1_43994	319	250	201	245	73	59
lcl|NC_030676.1_cds_XP_017617481.1_43995	174	132	270	149	88	45
lcl|NC_030676.1_cds_XP_017616650.1_43996	9	3	12	23	25	15
lcl|NC_030676.1_cds_XP_017620008.1_43997	316	199	333	262	427	295
lcl|NC_030676.1_cds_XP_017617791.1_43998	7	2	2	7	2	3
lcl|NC_030676.1_cds_XP_017619019.1_43999	76	31	17	8	33	16
lcl|NC_030676.1_cds_XP_017618245.1_44000	106	71	70	57	26	12
lcl|NC_030676.1_cds_XP_017618248.1_44004	58	34	42	27	11	6
lcl|NC_030676.1_cds_XP_017618240.1_44005	95	54	73	94	57	44
lcl|NC_030676.1_cds_XP_017618242.1_44008	77	42	39	31	15	10
lcl|NC_030676.1_cds_XP_017618250.1_44010	309	194	339	346	263	144
lcl|NC_030676.1_cds_XP_017619712.1_44011	627	346	569	458	443	313
lcl|NC_030676.1_cds_XP_017617792.1_44014	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619860.1_44015	233	169	314	200	273	166
lcl|NC_030676.1_cds_XP_017620007.1_44016	222	183	381	346	297	149
lcl|NC_030676.1_cds_XP_017619923.1_44017	204	121	89	76	123	70
lcl|NC_030676.1_cds_XP_017619673.1_44018	73	34	56	55	49	30
lcl|NC_030676.1_cds_XP_017619672.1_44019	174	99	173	121	106	71
lcl|NC_030676.1_cds_XP_017619669.1_44020	179	97	206	175	170	116
lcl|NC_030676.1_cds_XP_017617066.1_44021	23	4	15	9	8	8
lcl|NC_030676.1_cds_XP_017618482.1_44022	43	24	75	41	47	49
lcl|NC_030676.1_cds_XP_017619726.1_44023	86	51	92	56	82	46
lcl|NC_030676.1_cds_XP_017618439.1_44030	58	30	103	57	49	23
lcl|NC_030676.1_cds_XP_017617793.1_44031	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618797.1_44032	3	0	3	15	6	3
lcl|NC_030676.1_cds_XP_017618793.1_44034	18	13	14	7	4	8
lcl|NC_030676.1_cds_XP_017617795.1_44035	0	0	1	10	1	0
lcl|NC_030676.1_cds_XP_017616330.1_44036	382	217	207	152	404	302
lcl|NC_030676.1_cds_XP_017619732.1_44037	207	90	184	582	104	77
lcl|NC_030676.1_cds_XP_017619562.1_44038	313	177	320	371	136	115
lcl|NC_030676.1_cds_XP_017619560.1_44040	382	201	401	400	216	160
lcl|NC_030676.1_cds_XP_017620243.1_44041	520	269	476	1192	180	153
lcl|NC_030676.1_cds_XP_017619059.1_44042	29	17	36	25	26	13
lcl|NC_030676.1_cds_XP_017619062.1_44045	3	3	0	5	1	0
lcl|NC_030676.1_cds_XP_017619063.1_44046	138	94	143	168	54	40
lcl|NC_030676.1_cds_XP_017619064.1_44047	201	118	192	153	118	84
lcl|NC_030676.1_cds_XP_017619067.1_44049	245	158	450	340	276	191
lcl|NC_030676.1_cds_XP_017616564.1_44050	97	58	152	96	137	85
lcl|NC_030676.1_cds_XP_017618302.1_44051	7	4	0	1	0	0
lcl|NC_030676.1_cds_XP_017618303.1_44052	2	3	0	0	0	0
lcl|NC_030676.1_cds_XP_017619222.1_44054	46	36	43	25	24	40
lcl|NC_030676.1_cds_XP_017619220.1_44056	287	129	261	232	267	202
lcl|NC_030676.1_cds_XP_017616906.1_44058	236	131	220	120	178	90
lcl|NC_030676.1_cds_XP_017618939.1_44059	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619012.1_44060	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618542.1_44061	2	0	1	0	6	4
lcl|NC_030676.1_cds_XP_017616825.1_44062	67	48	170	78	199	107
lcl|NC_030676.1_cds_XP_017617375.1_44064	1	0	0	1	0	0
lcl|NC_030676.1_cds_XP_017617798.1_44066	0	0	0	1	1	0
lcl|NC_030676.1_cds_XP_017620009.1_44067	573	421	619	523	535	303
lcl|NC_030676.1_cds_XP_017620346.1_44068	155	124	84	68	52	46
lcl|NC_030676.1_cds_XP_017620348.1_44069	28	19	33	52	77	40
lcl|NC_030676.1_cds_XP_017620347.1_44070	14	13	31	50	52	38
lcl|NC_030676.1_cds_XP_017619964.1_44071	680	414	418	177	1047	735
lcl|NC_030676.1_cds_XP_017619202.1_44072	1616	991	947	574	1668	1114
lcl|NC_030676.1_cds_XP_017619008.1_44073	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618619.1_44074	0	2	1	0	0	1
lcl|NC_030676.1_cds_XP_017618978.1_44075	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618810.1_44076	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619646.1_44077	556	399	363	264	431	316
lcl|NC_030676.1_cds_XP_017616929.1_44078	132	84	51	24	83	81
lcl|NC_030676.1_cds_XP_017616930.1_44079	135	78	43	34	95	78
lcl|NC_030676.1_cds_XP_017618483.1_44080	135	90	91	118	198	78
lcl|NC_030676.1_cds_XP_017616984.1_44081	16	6	23	14	2	5
lcl|NC_030676.1_cds_XP_017620413.1_44086	207	138	293	244	193	153
lcl|NC_030676.1_cds_XP_017616951.1_44087	28	18	19	11	12	8
lcl|NC_030676.1_cds_XP_017616956.1_44091	19	10	8	8	10	4
lcl|NC_030676.1_cds_XP_017619321.1_44093	78	43	53	58	34	35
lcl|NC_030676.1_cds_XP_017619323.1_44094	77	52	52	29	39	37
lcl|NC_030676.1_cds_XP_017619318.1_44098	260	185	92	80	91	101
lcl|NC_030676.1_cds_XP_017616388.1_44100	183	93	195	186	131	142
lcl|NC_030676.1_cds_XP_017616387.1_44101	180	102	200	160	134	109
lcl|NC_030676.1_cds_XP_017619708.1_44102	279	164	119	99	166	132
lcl|NC_030676.1_cds_XP_017619709.1_44104	47	40	10	12	12	15
lcl|NC_030676.1_cds_XP_017619032.1_44105	0	1	0	0	0	0
lcl|NC_030676.1_cds_XP_017617479.1_44106	1280	689	476	532	1023	626
lcl|NC_030676.1_cds_XP_017616965.1_44107	202	119	150	169	254	128
lcl|NC_030676.1_cds_XP_017616584.1_44108	299	193	313	181	208	165
lcl|NC_030676.1_cds_XP_017616585.1_44109	249	152	229	125	135	99
lcl|NC_030676.1_cds_XP_017617799.1_44110	2	3	3	0	4	0
lcl|NC_030676.1_cds_XP_017617800.1_44111	2	0	7	2	2	1
lcl|NC_030676.1_cds_XP_017617801.1_44112	2	1	2	0	4	6
lcl|NC_030676.1_cds_XP_017618791.1_44113	116	145	208	249	164	103
lcl|NC_030676.1_cds_XP_017620284.1_44114	1271	766	1441	554	1133	592
lcl|NC_030676.1_cds_XP_017618983.1_44115	2	1	17	10	1	0
lcl|NC_030676.1_cds_XP_017617803.1_44116	3	1	4	3	2	0
lcl|NC_030676.1_cds_XP_017618578.1_44117	8	1	1	5	0	1
lcl|NC_030676.1_cds_XP_017617804.1_44118	0	1	3	2	3	1
lcl|NC_030676.1_cds_XP_017618320.1_44119	0	0	4	1	3	3
lcl|NC_030676.1_cds_XP_017617127.1_44120	768	531	605	852	621	255
lcl|NC_030676.1_cds_XP_017617274.1_44121	192	138	167	139	105	66
lcl|NC_030676.1_cds_XP_017618491.1_44122	176	131	76	83	186	111
lcl|NC_030676.1_cds_XP_017617131.1_44123	83	81	169	130	277	163
lcl|NC_030676.1_cds_XP_017618402.1_44124	129	120	71	45	157	78
lcl|NC_030676.1_cds_XP_017616627.1_44125	58	45	75	54	71	35
lcl|NC_030676.1_cds_XP_017617805.1_44126	0	0	3	3	0	3
lcl|NC_030676.1_cds_XP_017618796.1_44129	42	40	121	108	57	46
lcl|NC_030676.1_cds_XP_017619127.1_44130	77	66	143	146	70	45
lcl|NC_030676.1_cds_XP_017617806.1_44131	1	0	3	4	3	0
lcl|NC_030676.1_cds_XP_017617807.1_44132	1	0	1	0	3	1
lcl|NC_030676.1_cds_XP_017617808.1_44134	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617810.1_44135	7	9	1	2	0	0
lcl|NC_030676.1_cds_XP_017616799.1_44136	20	14	25	25	19	14
lcl|NC_030676.1_cds_XP_017617811.1_44137	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618787.1_44138	8	4	0	2	12	3
lcl|NC_030676.1_cds_XP_017618408.1_44139	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017616889.1_44140	44	28	32	29	21	11
lcl|NC_030676.1_cds_XP_017618808.1_44142	1	2	1	4	1	0
lcl|NC_030676.1_cds_XP_017617812.1_44143	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617813.1_44144	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619532.1_44145	137	81	122	128	110	56
lcl|NC_030676.1_cds_XP_017619529.1_44146	89	62	80	78	44	31
lcl|NC_030676.1_cds_XP_017618573.1_44149	9	13	6	3	0	0
lcl|NC_030676.1_cds_XP_017617814.1_44151	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618701.1_44152	6	8	1	1	4	3
lcl|NC_030676.1_cds_XP_017618595.1_44153	10	3	7	2	6	3
lcl|NC_030676.1_cds_XP_017617815.1_44154	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617816.1_44155	0	0	0	0	0	1
lcl|NC_030676.1_cds_XP_017619166.1_44156	601	382	530	547	414	319
lcl|NC_030676.1_cds_XP_017618308.1_44158	33	18	41	16	36	28
lcl|NC_030676.1_cds_XP_017620219.1_44159	90	71	104	76	230	95
lcl|NC_030676.1_cds_XP_017620285.1_44160	123	88	112	86	103	58
lcl|NC_030676.1_cds_XP_017616276.1_44161	32	28	11	18	14	7
lcl|NC_030676.1_cds_XP_017620448.1_44162	325	201	244	216	223	191
lcl|NC_030676.1_cds_XP_017616290.1_44164	128	75	72	46	48	28
lcl|NC_030676.1_cds_XP_017617397.1_44166	545	356	325	345	172	149
lcl|NC_030676.1_cds_XP_017619944.1_44167	79	33	80	74	93	87
lcl|NC_030676.1_cds_XP_017617818.1_44168	6	11	9	7	6	2
lcl|NC_030676.1_cds_XP_017619945.1_44169	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617819.1_44170	0	0	0	1	2	0
lcl|NC_030676.1_cds_XP_017618234.1_44171	43	19	20	25	22	21
lcl|NC_030676.1_cds_XP_017618225.1_44172	115	69	40	39	2	4
lcl|NC_030676.1_cds_XP_017618232.1_44175	0	0	28	18	26	13
lcl|NC_030676.1_cds_XP_017618228.1_44178	53	34	109	83	55	44
lcl|NC_030676.1_cds_XP_017618223.1_44179	213	141	138	94	213	120
lcl|NC_030676.1_cds_XP_017617820.1_44181	2	1	6	7	20	15
lcl|NC_030676.1_cds_XP_017618237.1_44182	4	0	1	0	0	0
lcl|NC_030676.1_cds_XP_017618233.1_44183	0	2	0	0	0	1
lcl|NC_030676.1_cds_XP_017618221.1_44184	41	31	56	50	59	41
lcl|NC_030676.1_cds_XP_017618236.1_44186	40	17	50	62	70	31
lcl|NC_030676.1_cds_XP_017618235.1_44187	1	1	1	0	0	1
lcl|NC_030676.1_cds_XP_017618229.1_44188	263	173	247	215	172	113
lcl|NC_030676.1_cds_XP_017618216.1_44189	130	80	89	76	54	45
lcl|NC_030676.1_cds_XP_017618219.1_44191	80	69	214	128	157	94
lcl|NC_030676.1_cds_XP_017618404.1_44193	42	27	52	32	59	29
lcl|NC_030676.1_cds_XP_017620067.1_44194	101	81	143	105	114	64
lcl|NC_030676.1_cds_XP_017617821.1_44199	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017617140.1_44200	8	4	4	0	4	1
lcl|NC_030676.1_cds_XP_017617822.1_44201	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619455.1_44202	125	95	93	83	108	57
lcl|NC_030676.1_cds_XP_017619454.1_44203	148	92	104	92	128	97
lcl|NC_030676.1_cds_XP_017619504.1_44204	192	134	154	97	157	123
lcl|NC_030676.1_cds_XP_017619505.1_44205	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618994.1_44206	1	2	0	0	0	0
lcl|NC_030676.1_cds_XP_017617823.1_44207	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619038.1_44208	0	1	0	0	4	1
lcl|NC_030676.1_cds_XP_017617824.1_44209	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017618960.1_44210	4	0	0	0	3	3
lcl|NC_030676.1_cds_XP_017618869.1_44212	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017619042.1_44213	7	8	0	1	0	0
lcl|NC_030676.1_cds_XP_017619007.1_44214	27	25	8	12	0	0
lcl|NC_030676.1_cds_XP_017620161.1_44215	421	210	327	344	245	153
lcl|NC_030676.1_cds_XP_017619443.1_44218	312	203	417	309	464	317
lcl|NC_030676.1_cds_XP_017618864.1_44219	3	2	16	2	1	1
lcl|NC_030676.1_cds_XP_017620356.1_44220	60	33	51	37	64	55
lcl|NC_030676.1_cds_XP_017619518.1_44225	8	4	17	15	5	12
lcl|NC_030676.1_cds_XP_017619519.1_44226	384	241	371	369	308	158
lcl|NC_030676.1_cds_XP_017619517.1_44227	138	104	140	95	214	109
lcl|NC_030676.1_cds_XP_017619515.1_44228	84	56	90	75	51	31
lcl|NC_030676.1_cds_XP_017617825.1_44230	8	6	1	0	0	0
lcl|NC_030676.1_cds_XP_017617826.1_44231	0	1	0	0	0	0
lcl|NC_030676.1_cds_XP_017618887.1_44232	59	22	105	121	53	26
lcl|NC_030676.1_cds_XP_017620410.1_44233	127	84	154	147	108	77
lcl|NC_030676.1_cds_XP_017616471.1_44234	358	273	441	358	590	304
lcl|NC_030676.1_cds_XP_017619378.1_44235	149	95	158	98	61	44
lcl|NC_030676.1_cds_XP_017619379.1_44236	50	32	27	18	3	3
lcl|NC_030676.1_cds_XP_017618832.1_44237	1	1	3	5	1	0
lcl|NC_030676.1_cds_XP_017619825.1_44239	41	26	25	20	15	17
lcl|NC_030676.1_cds_XP_017619826.1_44240	51	36	37	29	29	25
lcl|NC_030676.1_cds_XP_017617827.1_44241	1	1	0	2	5	0
lcl|NC_030676.1_cds_XP_017619642.1_44242	103	52	68	47	104	67
lcl|NC_030676.1_cds_XP_017616681.1_44244	271	145	138	72	267	171
lcl|NC_030676.1_cds_XP_017619412.1_44245	1098	650	1729	1167	1469	952
lcl|NC_030676.1_cds_XP_017616861.1_44246	18	9	6	8	24	9
lcl|NC_030676.1_cds_XP_017616862.1_44247	11	13	6	14	14	5
lcl|NC_030676.1_cds_XP_017618514.1_44249	6	11	6	3	4	0
lcl|NC_030676.1_cds_XP_017618854.1_44250	6	3	3	15	1	0
lcl|NC_030676.1_cds_XP_017620286.1_44251	44	24	29	34	19	9
lcl|NC_030676.1_cds_XP_017620287.1_44252	31	32	79	80	212	74
lcl|NC_030676.1_cds_XP_017619632.1_44253	107	56	194	329	136	90
lcl|NC_030676.1_cds_XP_017619630.1_44256	37	31	32	27	25	26
lcl|NC_030676.1_cds_XP_017619124.1_44257	67	48	96	58	111	72
lcl|NC_030676.1_cds_XP_017619126.1_44258	36	24	75	36	89	64
lcl|NC_030676.1_cds_XP_017619121.1_44260	615	319	412	302	435	359
lcl|NC_030676.1_cds_XP_017620387.1_44263	100	63	128	88	83	64
lcl|NC_030676.1_cds_XP_017617396.1_44264	4538	2385	1195	1394	4372	2006
lcl|NC_030676.1_cds_XP_017617330.1_44265	36	14	36	36	33	24
lcl|NC_030676.1_cds_XP_017616690.1_44266	232	145	195	167	180	93
lcl|NC_030676.1_cds_XP_017617828.1_44269	28	4	7	3	101	73
lcl|NC_030676.1_cds_XP_017618468.1_44270	53	20	28	21	101	47
lcl|NC_030676.1_cds_XP_017618891.1_44272	10	3	5	5	36	30
lcl|NC_030676.1_cds_XP_017619868.1_44273	172	106	179	123	296	230
lcl|NC_030676.1_cds_XP_017619536.1_44275	65	44	126	67	102	67
lcl|NC_030676.1_cds_XP_017618872.1_44276	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017616932.1_44277	104	85	164	133	134	98
lcl|NC_030676.1_cds_XP_017618635.1_44278	13	7	11	9	9	4
lcl|NC_030676.1_cds_XP_017617831.1_44279	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017616922.1_44280	99	89	134	123	164	104
lcl|NC_030676.1_cds_XP_017620262.1_44281	347	219	523	368	405	313
lcl|NC_030676.1_cds_XP_017618433.1_44282	8	2	13	7	12	10
lcl|NC_030676.1_cds_XP_017618432.1_44283	4	1	17	11	27	24
lcl|NC_030676.1_cds_XP_017618430.1_44284	6	5	19	12	25	12
lcl|NC_030676.1_cds_XP_017619943.1_44286	20	10	31	18	18	15
lcl|NC_030676.1_cds_XP_017619941.1_44287	340	188	137	110	196	195
lcl|NC_030676.1_cds_XP_017619940.1_44289	338	181	125	99	204	187
lcl|NC_030676.1_cds_XP_017620424.1_44291	429	262	361	339	279	154
lcl|NC_030676.1_cds_XP_017616908.1_44294	119	84	235	148	330	224
lcl|NC_030676.1_cds_XP_017617832.1_44295	2	0	0	1	0	1
lcl|NC_030676.1_cds_XP_017616683.1_44296	77	46	129	89	40	19
lcl|NC_030676.1_cds_XP_017617833.1_44297	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017616699.1_44298	758	451	701	767	566	403
lcl|NC_030676.1_cds_XP_017618702.1_44300	5	5	13	18	1	0
lcl|NC_030676.1_cds_XP_017616289.1_44301	141	80	104	100	85	66
lcl|NC_030676.1_cds_XP_017616382.1_44302	191	109	183	126	140	119
lcl|NC_030676.1_cds_XP_017618633.1_44303	0	0	0	0	0	0
lcl|NC_030676.1_cds_XP_017616447.1_44305	315	172	214	210	223	141
lcl|NC_030676.1_cds_XP_017616739.1_44306	79	62	80	70	61	62
